Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Datetime,,,,,
2024-11-18 00:00:00,2595.0,2596.89990234375,2594.60009765625,2596.699951171875,0
2024-11-18 00:05:00,2594.699951171875,2595.800048828125,2594.5,2594.89990234375,109
2024-11-18 00:10:00,2594.0,2595.10009765625,2593.800048828125,2594.699951171875,235
2024-11-18 00:15:00,2593.800048828125,2594.10009765625,2593.199951171875,2594.0,190
2024-11-18 00:20:00,2593.60009765625,2594.5,2593.5,2593.89990234375,106
2024-11-18 00:25:00,2593.300048828125,2593.89990234375,2592.800048828125,2593.60009765625,371
2024-11-18 00:30:00,2591.5,2593.199951171875,2590.800048828125,2593.199951171875,524
2024-11-18 00:35:00,2590.300048828125,2591.89990234375,2590.10009765625,2591.60009765625,301
2024-11-18 00:40:00,2589.89990234375,2592.39990234375,2589.300048828125,2590.5,754
2024-11-18 00:45:00,2590.89990234375,2591.800048828125,2589.60009765625,2589.89990234375,406
2024-11-18 00:50:00,2591.199951171875,2592.10009765625,2590.300048828125,2590.89990234375,251
2024-11-18 00:55:00,2590.0,2591.39990234375,2589.699951171875,2591.10009765625,416
2024-11-18 01:00:00,2586.699951171875,2589.89990234375,2586.10009765625,2589.800048828125,955
2024-11-18 01:05:00,2588.0,2589.0,2584.89990234375,2586.699951171875,982
2024-11-18 01:10:00,2589.800048828125,2590.0,2587.89990234375,2587.89990234375,335
2024-11-18 01:15:00,2589.0,2591.10009765625,2588.60009765625,2589.800048828125,395
2024-11-18 01:20:00,2589.300048828125,2589.60009765625,2587.199951171875,2588.800048828125,566
2024-11-18 01:25:00,2590.800048828125,2591.0,2588.39990234375,2589.39990234375,286
2024-11-18 01:30:00,2590.699951171875,2591.5,2590.0,2590.89990234375,663
2024-11-18 01:35:00,2589.89990234375,2591.199951171875,2588.89990234375,2590.699951171875,717
2024-11-18 01:40:00,2589.300048828125,2590.10009765625,2588.5,2589.800048828125,319
2024-11-18 01:45:00,2592.300048828125,2592.5,2589.0,2589.39990234375,313
2024-11-18 01:50:00,2591.10009765625,2592.39990234375,2590.699951171875,2592.199951171875,475
2024-11-18 01:55:00,2590.699951171875,2591.10009765625,2590.0,2591.0,244
2024-11-18 02:00:00,2589.0,2591.0,2588.699951171875,2590.60009765625,364
2024-11-18 02:05:00,2589.10009765625,2590.300048828125,2588.60009765625,2589.0,545
2024-11-18 02:10:00,2590.199951171875,2590.300048828125,2588.199951171875,2589.0,433
2024-11-18 02:15:00,2590.800048828125,2590.800048828125,2589.0,2590.0,158
2024-11-18 02:20:00,2589.0,2591.60009765625,2588.5,2590.800048828125,378
2024-11-18 02:25:00,2587.800048828125,2589.199951171875,2587.5,2588.89990234375,574
2024-11-18 02:30:00,2587.89990234375,2588.800048828125,2587.39990234375,2587.800048828125,273
2024-11-18 02:35:00,2587.39990234375,2588.0,2586.60009765625,2587.800048828125,419
2024-11-18 02:40:00,2587.300048828125,2588.5,2587.10009765625,2587.5,133
2024-11-18 02:45:00,2587.60009765625,2588.800048828125,2587.10009765625,2587.199951171875,189
2024-11-18 02:50:00,2587.0,2589.0,2587.0,2587.699951171875,180
2024-11-18 02:55:00,2587.10009765625,2587.39990234375,2585.800048828125,2587.0,367
2024-11-18 03:00:00,2588.10009765625,2588.5,2586.300048828125,2587.0,357
2024-11-18 03:05:00,2587.60009765625,2588.800048828125,2586.60009765625,2588.10009765625,308
2024-11-18 03:10:00,2590.300048828125,2590.39990234375,2587.60009765625,2587.60009765625,432
2024-11-18 03:15:00,2593.800048828125,2593.800048828125,2590.300048828125,2590.300048828125,1060
2024-11-18 03:20:00,2591.0,2594.60009765625,2590.10009765625,2593.800048828125,2255
2024-11-18 03:25:00,2592.0,2592.699951171875,2590.89990234375,2591.0,474
2024-11-18 03:30:00,2591.800048828125,2591.89990234375,2591.60009765625,2591.699951171875,41
2024-11-18 03:40:00,2589.60009765625,2591.699951171875,2589.39990234375,2591.39990234375,930
2024-11-18 03:45:00,2589.800048828125,2590.699951171875,2589.39990234375,2589.5,353
2024-11-18 03:50:00,2590.10009765625,2590.39990234375,2587.89990234375,2589.699951171875,331
2024-11-18 03:55:00,2589.800048828125,2590.89990234375,2589.10009765625,2590.199951171875,218
