Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Datetime,,,,,
2025-01-21 00:00:00,2745.199951171875,2745.300048828125,2745.0,2745.0,0
2025-01-21 00:01:00,2745.60009765625,2746.10009765625,2745.10009765625,2745.10009765625,131
2025-01-21 00:02:00,2745.60009765625,2745.800048828125,2745.60009765625,2745.60009765625,28
2025-01-21 00:03:00,2745.89990234375,2746.10009765625,2745.5,2745.5,51
2025-01-21 00:04:00,2746.39990234375,2746.60009765625,2745.699951171875,2745.800048828125,87
2025-01-21 00:05:00,2746.199951171875,2746.300048828125,2745.800048828125,2746.199951171875,67
2025-01-21 00:06:00,2746.5,2746.5,2745.89990234375,2746.10009765625,30
2025-01-21 00:07:00,2746.699951171875,2746.699951171875,2746.300048828125,2746.5,33
2025-01-21 00:08:00,2746.60009765625,2746.800048828125,2746.5,2746.5,66
2025-01-21 00:09:00,2746.5,2746.60009765625,2746.10009765625,2746.5,32
2025-01-21 00:10:00,2746.300048828125,2746.60009765625,2746.300048828125,2746.5,18
2025-01-21 00:11:00,2746.199951171875,2746.5,2746.10009765625,2746.10009765625,14
2025-01-21 00:12:00,2746.300048828125,2746.5,2746.10009765625,2746.199951171875,21
2025-01-21 00:13:00,2746.39990234375,2746.39990234375,2746.199951171875,2746.300048828125,5
2025-01-21 00:14:00,2746.10009765625,2746.39990234375,2746.0,2746.199951171875,25
2025-01-21 00:15:00,2745.800048828125,2746.199951171875,2745.800048828125,2746.199951171875,14
2025-01-21 00:16:00,2746.10009765625,2746.10009765625,2745.800048828125,2745.800048828125,27
2025-01-21 00:17:00,2746.0,2746.0,2745.800048828125,2746.0,9
2025-01-21 00:18:00,2746.199951171875,2746.199951171875,2745.89990234375,2746.0,13
2025-01-21 00:19:00,2745.89990234375,2746.10009765625,2745.60009765625,2746.0,21
2025-01-21 00:20:00,2745.800048828125,2745.800048828125,2745.60009765625,2745.800048828125,33
2025-01-21 00:21:00,2746.0,2746.10009765625,2745.800048828125,2745.800048828125,16
2025-01-21 00:22:00,2745.89990234375,2746.0,2745.699951171875,2745.800048828125,32
2025-01-21 00:23:00,2746.199951171875,2746.199951171875,2746.0,2746.0,10
2025-01-21 00:24:00,2745.39990234375,2746.10009765625,2745.300048828125,2746.10009765625,52
2025-01-21 00:25:00,2745.300048828125,2745.39990234375,2744.89990234375,2745.39990234375,12
2025-01-21 00:26:00,2745.0,2745.39990234375,2745.0,2745.199951171875,12
2025-01-21 00:27:00,2745.10009765625,2745.39990234375,2744.89990234375,2745.10009765625,61
2025-01-21 00:28:00,2745.0,2745.10009765625,2744.800048828125,2745.10009765625,19
2025-01-21 00:29:00,2745.0,2745.10009765625,2745.0,2745.10009765625,7
2025-01-21 00:30:00,2745.199951171875,2745.699951171875,2744.699951171875,2745.0,101
2025-01-21 00:31:00,2744.89990234375,2745.89990234375,2744.89990234375,2745.199951171875,28
2025-01-21 00:32:00,2745.10009765625,2745.10009765625,2744.699951171875,2744.89990234375,10
2025-01-21 00:33:00,2745.0,2745.300048828125,2745.0,2745.0,33
2025-01-21 00:34:00,2745.300048828125,2745.5,2745.10009765625,2745.10009765625,15
2025-01-21 00:35:00,2745.300048828125,2745.5,2745.199951171875,2745.5,11
2025-01-21 00:36:00,2744.89990234375,2744.89990234375,2744.89990234375,2744.89990234375,0
2025-01-21 00:37:00,2744.60009765625,2745.10009765625,2744.10009765625,2745.10009765625,139308
2025-01-21 00:38:00,2744.89990234375,2745.10009765625,2744.60009765625,2744.699951171875,44
2025-01-21 00:39:00,2743.89990234375,2744.800048828125,2743.89990234375,2744.800048828125,40
2025-01-21 00:40:00,2743.89990234375,2744.10009765625,2743.800048828125,2744.10009765625,14
2025-01-21 00:41:00,2744.0,2744.300048828125,2743.800048828125,2744.10009765625,15
2025-01-21 00:42:00,2743.699951171875,2744.10009765625,2743.699951171875,2743.89990234375,65
2025-01-21 00:43:00,2744.300048828125,2744.60009765625,2743.699951171875,2743.699951171875,84
2025-01-21 00:44:00,2744.60009765625,2744.60009765625,2744.0,2744.199951171875,18
2025-01-21 00:45:00,2744.0,2744.89990234375,2743.89990234375,2744.89990234375,17
