Open,High,Low,Close,Volume,Dividends,Stock Splits,time,time_str,loc_index,unix_time,Mid
69685.453125,69685.453125,69652.2421875,69652.2421875,70572032,0.0,0.0,2024-07-29 08:15:00+00:00,08-15,1539,1722240900.0,69668.84765625
69618.7265625,69633.515625,69607.03125,69607.03125,50337792,0.0,0.0,2024-07-29 08:20:00+00:00,08-20,1540,1722241200.0,69620.2734375
69587.7734375,69591.484375,69572.234375,69591.484375,4145152,0.0,0.0,2024-07-29 08:25:00+00:00,08-25,1541,1722241500.0,69581.859375
69590.3203125,69609.234375,69585.78125,69609.234375,30287872,0.0,0.0,2024-07-29 08:30:00+00:00,08-30,1542,1722241800.0,69597.5078125
69594.5078125,69594.5078125,69578.6015625,69579.328125,22669312,0.0,0.0,2024-07-29 08:35:00+00:00,08-35,1543,1722242100.0,69586.5546875
69552.7578125,69552.7578125,69402.65625,69424.953125,0,0.0,0.0,2024-07-29 08:40:00+00:00,08-40,1544,1722242400.0,69477.70703125
69409.453125,69447.2265625,69409.453125,69447.2265625,44623872,0.0,0.0,2024-07-29 08:45:00+00:00,08-45,1545,1722242700.0,69428.33984375
69478.03125,69481.625,69477.0859375,69481.625,53645312,0.0,0.0,2024-07-29 08:50:00+00:00,08-50,1546,1722243000.0,69479.35546875
69476.96875,69476.96875,69454.9609375,69460.296875,11444224,0.0,0.0,2024-07-29 08:55:00+00:00,08-55,1547,1722243300.0,69465.96484375
69464.328125,69487.0546875,69464.328125,69487.0546875,0,0.0,0.0,2024-07-29 09:00:00+00:00,09-00,1548,1722243600.0,69475.69140625
69531.8203125,69578.890625,69531.8203125,69578.890625,48996352,0.0,0.0,2024-07-29 09:05:00+00:00,09-05,1549,1722243900.0,69555.35546875
69559.6875,69559.6875,69519.8359375,69519.8359375,24203264,0.0,0.0,2024-07-29 09:10:00+00:00,09-10,1550,1722244200.0,69539.76171875
69514.3203125,69525.7734375,69496.921875,69496.921875,13346816,0.0,0.0,2024-07-29 09:15:00+00:00,09-15,1551,1722244500.0,69511.34765625
69501.015625,69530.84375,69501.015625,69530.84375,49074176,0.0,0.0,2024-07-29 09:20:00+00:00,09-20,1552,1722244800.0,69515.9296875
69541.0546875,69590.21875,69530.265625,69590.21875,42891264,0.0,0.0,2024-07-29 09:25:00+00:00,09-25,1553,1722245100.0,69560.2421875
69569.0546875,69569.0546875,69501.0390625,69501.0390625,29726720,0.0,0.0,2024-07-29 09:30:00+00:00,09-30,1554,1722245400.0,69535.046875
69496.046875,69508.15625,69474.390625,69474.390625,39090176,0.0,0.0,2024-07-29 09:35:00+00:00,09-35,1555,1722245700.0,69491.2734375
69469.5625,69469.5625,69438.796875,69438.796875,23986176,0.0,0.0,2024-07-29 09:40:00+00:00,09-40,1556,1722246000.0,69454.1796875
69438.578125,69460.2265625,69438.578125,69440.078125,7604224,0.0,0.0,2024-07-29 09:45:00+00:00,09-45,1557,1722246300.0,69449.40234375
69442.3984375,69456.2265625,69438.7421875,69450.65625,11091968,0.0,0.0,2024-07-29 09:50:00+00:00,09-50,1558,1722246600.0,69447.484375
69458.6796875,69500.15625,69450.3515625,69500.15625,56272896,0.0,0.0,2024-07-29 09:55:00+00:00,09-55,1559,1722246900.0,69475.25390625
69512.96875,69512.96875,69463.921875,69475.046875,1933312,0.0,0.0,2024-07-29 10:00:00+00:00,10-00,1560,1722247200.0,69488.4453125
69456.4453125,69461.375,69401.484375,69401.484375,33492992,0.0,0.0,2024-07-29 10:05:00+00:00,10-05,1561,1722247500.0,69431.4296875
69399.0859375,69425.4765625,69392.75,69417.515625,22349824,0.0,0.0,2024-07-29 10:10:00+00:00,10-10,1562,1722247800.0,69409.11328125
69425.1875,69425.1875,69412.453125,69412.453125,0,0.0,0.0,2024-07-29 10:15:00+00:00,10-15,1563,1722248100.0,69418.8203125
69415.3828125,69495.1171875,69410.046875,69495.1171875,0,0.0,0.0,2024-07-29 10:20:00+00:00,10-20,1564,1722248400.0,69452.58203125
69523.4453125,69524.421875,69505.6640625,69524.421875,21614592,0.0,0.0,2024-07-29 10:25:00+00:00,10-25,1565,1722248700.0,69515.04296875
69524.953125,69573.9296875,69524.953125,69573.9296875,43708416,0.0,0.0,2024-07-29 10:30:00+00:00,10-30,1566,1722249000.0,69549.44140625
69594.0,69664.125,69594.0,69651.8203125,51079168,0.0,0.0,2024-07-29 10:35:00+00:00,10-35,1567,1722249300.0,69629.0625
69661.9453125,69664.953125,69645.0625,69645.0625,69210112,0.0,0.0,2024-07-29 10:40:00+00:00,10-40,1568,1722249600.0,69655.0078125
69669.4921875,69669.4921875,69648.1953125,69648.1953125,38582272,0.0,0.0,2024-07-29 10:45:00+00:00,10-45,1569,1722249900.0,69658.84375
69646.859375,69679.171875,69626.65625,69679.171875,72527872,0.0,0.0,2024-07-29 10:50:00+00:00,10-50,1570,1722250200.0,69652.9140625
69707.3984375,69707.3984375,69662.5546875,69662.5546875,90646528,0.0,0.0,2024-07-29 10:55:00+00:00,10-55,1571,1722250500.0,69684.9765625
69621.453125,69621.453125,69610.0078125,69617.2421875,0,0.0,0.0,2024-07-29 11:00:00+00:00,11-00,1572,1722250800.0,69615.73046875
69605.0,69664.8125,69605.0,69649.5625,41066496,0.0,0.0,2024-07-29 11:05:00+00:00,11-05,1573,1722251100.0,69634.90625
69652.2578125,69746.578125,69652.2578125,69729.7734375,97032192,0.0,0.0,2024-07-29 11:10:00+00:00,11-10,1574,1722251400.0,69699.41796875
69721.46875,69725.15625,69709.2109375,69725.15625,50956288,0.0,0.0,2024-07-29 11:15:00+00:00,11-15,1575,1722251700.0,69717.18359375
69793.59375,69793.59375,69750.921875,69773.53125,94873600,0.0,0.0,2024-07-29 11:20:00+00:00,11-20,1576,1722252000.0,69772.2578125
69783.5390625,69808.96875,69781.640625,69781.640625,30531584,0.0,0.0,2024-07-29 11:25:00+00:00,11-25,1577,1722252300.0,69795.3046875
69794.4921875,69805.34375,69779.0703125,69805.34375,0,0.0,0.0,2024-07-29 11:30:00+00:00,11-30,1578,1722252600.0,69792.20703125
69797.0859375,69797.0859375,69724.3671875,69724.3671875,29468672,0.0,0.0,2024-07-29 11:35:00+00:00,11-35,1579,1722252900.0,69760.7265625
69703.453125,69703.453125,69671.9453125,69682.5703125,41736192,0.0,0.0,2024-07-29 11:40:00+00:00,11-40,1580,1722253200.0,69687.69921875
69694.3046875,69699.609375,69652.3203125,69652.3203125,0,0.0,0.0,2024-07-29 11:45:00+00:00,11-45,1581,1722253500.0,69675.96484375
69641.3671875,69641.3671875,69614.84375,69622.1875,0,0.0,0.0,2024-07-29 11:50:00+00:00,11-50,1582,1722253800.0,69628.10546875
69616.46875,69632.5,69616.46875,69618.0,0,0.0,0.0,2024-07-29 11:55:00+00:00,11-55,1583,1722254100.0,69624.484375
69593.953125,69617.0234375,69593.953125,69595.703125,0,0.0,0.0,2024-07-29 12:00:00+00:00,12-00,1584,1722254400.0,69605.48828125
69578.890625,69578.890625,69468.4453125,69468.4453125,35803136,0.0,0.0,2024-07-29 12:05:00+00:00,12-05,1585,1722254700.0,69523.66796875
69429.0546875,69430.625,69416.0234375,69418.9921875,143192064,0.0,0.0,2024-07-29 12:10:00+00:00,12-10,1586,1722255000.0,69423.32421875
69421.046875,69483.1328125,69421.046875,69483.1328125,40192000,0.0,0.0,2024-07-29 12:15:00+00:00,12-15,1587,1722255300.0,69452.08984375
69502.203125,69580.953125,69502.203125,69580.953125,34242560,0.0,0.0,2024-07-29 12:20:00+00:00,12-20,1588,1722255600.0,69541.578125
69612.7109375,69666.2421875,69612.7109375,69660.390625,47464448,0.0,0.0,2024-07-29 12:25:00+00:00,12-25,1589,1722255900.0,69639.4765625
69711.1484375,69793.15625,69711.1484375,69793.15625,47536128,0.0,0.0,2024-07-29 12:30:00+00:00,12-30,1590,1722256200.0,69752.15234375
69824.75,69922.4765625,69710.421875,69710.421875,166000640,0.0,0.0,2024-07-29 12:35:00+00:00,12-35,1591,1722256500.0,69816.44921875
69791.9609375,69791.9609375,69670.46875,69670.859375,138950656,0.0,0.0,2024-07-29 12:40:00+00:00,12-40,1592,1722256800.0,69731.21484375
69734.265625,69734.265625,69696.140625,69707.140625,32813056,0.0,0.0,2024-07-29 12:45:00+00:00,12-45,1593,1722257100.0,69715.203125
69792.140625,69792.140625,69720.9140625,69769.3203125,66869248,0.0,0.0,2024-07-29 12:50:00+00:00,12-50,1594,1722257400.0,69756.52734375
69824.453125,69845.4765625,69799.4140625,69799.4140625,87949312,0.0,0.0,2024-07-29 12:55:00+00:00,12-55,1595,1722257700.0,69822.4453125
69799.0546875,69813.4375,69793.3515625,69813.4375,0,0.0,0.0,2024-07-29 13:00:00+00:00,13-00,1596,1722258000.0,69803.39453125
69906.3515625,69973.3515625,69820.484375,69859.6640625,451581952,0.0,0.0,2024-07-29 13:05:00+00:00,13-05,1597,1722258300.0,69896.91796875
69801.265625,69920.7578125,69787.046875,69865.1171875,435116032,0.0,0.0,2024-07-29 13:10:00+00:00,13-10,1598,1722258600.0,69853.90234375
69932.0,69961.09375,69818.96875,69818.96875,168415232,0.0,0.0,2024-07-29 13:15:00+00:00,13-15,1599,1722258900.0,69890.03125
69811.609375,69811.609375,69748.609375,69805.8359375,123459584,0.0,0.0,2024-07-29 13:20:00+00:00,13-20,1600,1722259200.0,69780.109375
69732.71875,69732.71875,69647.8984375,69654.3984375,117594112,0.0,0.0,2024-07-29 13:25:00+00:00,13-25,1601,1722259500.0,69690.30859375
69645.90625,69662.8828125,69520.265625,69564.1875,131993600,0.0,0.0,2024-07-29 13:30:00+00:00,13-30,1602,1722259800.0,69591.57421875
69590.7890625,69634.9453125,69476.5390625,69476.5390625,295344128,0.0,0.0,2024-07-29 13:35:00+00:00,13-35,1603,1722260100.0,69555.7421875
69465.0234375,69502.8359375,69425.34375,69425.34375,237815808,0.0,0.0,2024-07-29 13:40:00+00:00,13-40,1604,1722260400.0,69464.08984375
69379.6953125,69437.2265625,69155.078125,69322.109375,220686336,0.0,0.0,2024-07-29 13:45:00+00:00,13-45,1605,1722260700.0,69296.15234375
69350.671875,69350.671875,69222.203125,69222.203125,423356416,0.0,0.0,2024-07-29 13:50:00+00:00,13-50,1606,1722261000.0,69286.4375
69180.734375,69324.1640625,69180.734375,69247.125,294701056,0.0,0.0,2024-07-29 13:55:00+00:00,13-55,1607,1722261300.0,69252.44921875
69258.09375,69284.34375,68876.4609375,68876.4609375,52422656,0.0,0.0,2024-07-29 14:00:00+00:00,14-00,1608,1722261600.0,69080.40234375
68884.890625,68975.0078125,68873.3125,68873.3125,342257664,0.0,0.0,2024-07-29 14:05:00+00:00,14-05,1609,1722261900.0,68924.16015625
68820.796875,68820.796875,68740.9296875,68740.9296875,241618944,0.0,0.0,2024-07-29 14:10:00+00:00,14-10,1610,1722262200.0,68780.86328125
68718.9765625,68884.6171875,68718.9765625,68884.6171875,150659072,0.0,0.0,2024-07-29 14:15:00+00:00,14-15,1611,1722262500.0,68801.796875
68903.21875,68968.328125,68898.453125,68898.453125,176066560,0.0,0.0,2024-07-29 14:20:00+00:00,14-20,1612,1722262800.0,68933.390625
68830.734375,68830.734375,68641.9453125,68686.203125,131751936,0.0,0.0,2024-07-29 14:25:00+00:00,14-25,1613,1722263100.0,68736.33984375
68811.5703125,68877.5234375,68756.484375,68756.484375,124921856,0.0,0.0,2024-07-29 14:30:00+00:00,14-30,1614,1722263400.0,68817.00390625
68763.375,68809.796875,68743.921875,68809.796875,65466368,0.0,0.0,2024-07-29 14:35:00+00:00,14-35,1615,1722263700.0,68776.859375
68876.15625,68876.15625,68846.078125,68851.96875,103788544,0.0,0.0,2024-07-29 14:40:00+00:00,14-40,1616,1722264000.0,68861.1171875
68858.21875,68858.21875,68505.5625,68505.5625,68569088,0.0,0.0,2024-07-29 14:45:00+00:00,14-45,1617,1722264300.0,68681.890625
68468.5,68468.5,68241.5234375,68321.15625,289921024,0.0,0.0,2024-07-29 14:50:00+00:00,14-50,1618,1722264600.0,68355.01171875
68286.375,68286.375,68076.5234375,68180.265625,349186048,0.0,0.0,2024-07-29 14:55:00+00:00,14-55,1619,1722264900.0,68181.44921875
68210.96875,68274.3046875,68142.0703125,68274.3046875,99198976,0.0,0.0,2024-07-29 15:00:00+00:00,15-00,1620,1722265200.0,68208.1875
68262.3515625,68262.3515625,67968.78125,68066.984375,227426304,0.0,0.0,2024-07-29 15:05:00+00:00,15-05,1621,1722265500.0,68115.56640625
68048.1328125,68048.1328125,67934.734375,67977.5390625,317431808,0.0,0.0,2024-07-29 15:10:00+00:00,15-10,1622,1722265800.0,67991.43359375
68073.5234375,68073.5234375,67860.6953125,67860.6953125,130656256,0.0,0.0,2024-07-29 15:15:00+00:00,15-15,1623,1722266100.0,67967.109375
67811.765625,67851.5703125,67698.265625,67698.265625,238534656,0.0,0.0,2024-07-29 15:20:00+00:00,15-20,1624,1722266400.0,67774.91796875
67760.5703125,67929.203125,67719.2578125,67921.5234375,251453440,0.0,0.0,2024-07-29 15:25:00+00:00,15-25,1625,1722266700.0,67824.23046875
67934.4765625,67934.4765625,67703.5234375,67703.5234375,200425472,0.0,0.0,2024-07-29 15:30:00+00:00,15-30,1626,1722267000.0,67819.0
67714.125,67850.9609375,67707.375,67850.9609375,163362816,0.0,0.0,2024-07-29 15:35:00+00:00,15-35,1627,1722267300.0,67779.16796875
68042.8515625,68135.5625,68042.8515625,68135.5625,226785280,0.0,0.0,2024-07-29 15:40:00+00:00,15-40,1628,1722267600.0,68089.20703125
68138.125,68138.125,68064.8984375,68085.53125,104445952,0.0,0.0,2024-07-29 15:45:00+00:00,15-45,1629,1722267900.0,68101.51171875
68079.015625,68137.4453125,68079.015625,68108.046875,101740544,0.0,0.0,2024-07-29 15:50:00+00:00,15-50,1630,1722268200.0,68108.23046875
68081.8125,68143.5390625,68063.71875,68098.109375,124280832,0.0,0.0,2024-07-29 15:55:00+00:00,15-55,1631,1722268500.0,68103.62890625
68081.875,68081.875,67936.7890625,68068.640625,2957312,0.0,0.0,2024-07-29 16:00:00+00:00,16-00,1632,1722268800.0,68009.33203125
68042.296875,68042.296875,67995.296875,67995.296875,120647680,0.0,0.0,2024-07-29 16:05:00+00:00,16-05,1633,1722269100.0,68018.796875
67951.2734375,67951.2734375,67848.6875,67894.65625,76294144,0.0,0.0,2024-07-29 16:10:00+00:00,16-10,1634,1722269400.0,67899.98046875
67977.6953125,67990.5703125,67915.703125,67915.703125,85719040,0.0,0.0,2024-07-29 16:15:00+00:00,16-15,1635,1722269700.0,67953.13671875
67866.7109375,67866.7109375,67823.5234375,67848.0546875,79411200,0.0,0.0,2024-07-29 16:20:00+00:00,16-20,1636,1722270000.0,67845.1171875
67733.8984375,67733.8984375,67344.390625,67446.0625,344727552,0.0,0.0,2024-07-29 16:25:00+00:00,16-25,1637,1722270300.0,67539.14453125
67351.2265625,67351.2265625,66949.4375,67006.9921875,424450048,0.0,0.0,2024-07-29 16:30:00+00:00,16-30,1638,1722270600.0,67150.33203125
67199.4140625,67219.328125,67131.2734375,67148.671875,629614592,0.0,0.0,2024-07-29 16:35:00+00:00,16-35,1639,1722270900.0,67175.30078125
67195.7109375,67195.7109375,67078.390625,67078.390625,313616384,0.0,0.0,2024-07-29 16:40:00+00:00,16-40,1640,1722271200.0,67137.05078125
66881.7421875,67107.7734375,66881.7421875,67064.265625,271282176,0.0,0.0,2024-07-29 16:45:00+00:00,16-45,1641,1722271500.0,66994.7578125
67009.1171875,67014.046875,66937.1640625,66990.6875,274857984,0.0,0.0,2024-07-29 16:50:00+00:00,16-50,1642,1722271800.0,66975.60546875
67035.0390625,67035.0390625,66937.0390625,66937.0390625,196399104,0.0,0.0,2024-07-29 16:55:00+00:00,16-55,1643,1722272100.0,66986.0390625
66923.515625,66923.515625,66591.375,66772.921875,224063488,0.0,0.0,2024-07-29 17:00:00+00:00,17-00,1644,1722272400.0,66757.4453125
66825.1171875,67040.5078125,66825.1171875,67040.5078125,614490112,0.0,0.0,2024-07-29 17:05:00+00:00,17-05,1645,1722272700.0,66932.8125
67099.2265625,67099.2265625,67016.21875,67016.21875,446279680,0.0,0.0,2024-07-29 17:10:00+00:00,17-10,1646,1722273000.0,67057.72265625
67103.8203125,67103.8203125,66985.109375,66985.109375,206970880,0.0,0.0,2024-07-29 17:15:00+00:00,17-15,1647,1722273300.0,67044.46484375
66931.09375,66931.09375,66820.0234375,66907.4609375,155353088,0.0,0.0,2024-07-29 17:20:00+00:00,17-20,1648,1722273600.0,66875.55859375
66887.203125,66887.203125,66704.125,66704.125,144502784,0.0,0.0,2024-07-29 17:25:00+00:00,17-25,1649,1722273900.0,66795.6640625
66707.34375,66961.5390625,66707.34375,66961.5390625,147079168,0.0,0.0,2024-07-29 17:30:00+00:00,17-30,1650,1722274200.0,66834.44140625
66958.1640625,66958.1640625,66912.65625,66912.65625,208846848,0.0,0.0,2024-07-29 17:35:00+00:00,17-35,1651,1722274500.0,66935.41015625
66896.0859375,66967.1328125,66896.0859375,66944.03125,131932160,0.0,0.0,2024-07-29 17:40:00+00:00,17-40,1652,1722274800.0,66931.609375
66949.875,67118.4765625,66949.875,67118.4765625,106078208,0.0,0.0,2024-07-29 17:45:00+00:00,17-45,1653,1722275100.0,67034.17578125
67037.546875,67081.90625,67037.546875,67074.78125,175570944,0.0,0.0,2024-07-29 17:50:00+00:00,17-50,1654,1722275400.0,67059.7265625
67052.8984375,67052.8984375,66935.96875,67024.6796875,136654848,0.0,0.0,2024-07-29 17:55:00+00:00,17-55,1655,1722275700.0,66994.43359375
67016.5,67206.3828125,67016.5,67206.3828125,93859840,0.0,0.0,2024-07-29 18:00:00+00:00,18-00,1656,1722276000.0,67111.44140625
67232.65625,67344.1328125,67232.65625,67344.1328125,217718784,0.0,0.0,2024-07-29 18:05:00+00:00,18-05,1657,1722276300.0,67288.39453125
67316.7578125,67316.7578125,67307.0859375,67311.953125,90939392,0.0,0.0,2024-07-29 18:10:00+00:00,18-10,1658,1722276600.0,67311.921875
67339.234375,67339.234375,67171.6484375,67244.359375,139808768,0.0,0.0,2024-07-29 18:15:00+00:00,18-15,1659,1722276900.0,67255.44140625
67263.3046875,67381.5,67263.3046875,67381.5,86859776,0.0,0.0,2024-07-29 18:20:00+00:00,18-20,1660,1722277200.0,67322.40234375
67413.2734375,67484.28125,67366.390625,67366.390625,227102720,0.0,0.0,2024-07-29 18:25:00+00:00,18-25,1661,1722277500.0,67425.3359375
67364.140625,67429.5078125,67246.265625,67246.265625,50765824,0.0,0.0,2024-07-29 18:30:00+00:00,18-30,1662,1722277800.0,67337.88671875
67304.0078125,67351.6953125,67261.078125,67351.6953125,64589824,0.0,0.0,2024-07-29 18:35:00+00:00,18-35,1663,1722278100.0,67306.38671875
67364.1796875,67393.0859375,67362.0234375,67393.0859375,54091776,0.0,0.0,2024-07-29 18:40:00+00:00,18-40,1664,1722278400.0,67377.5546875
67377.7109375,67377.7109375,67342.96875,67342.96875,7090176,0.0,0.0,2024-07-29 18:45:00+00:00,18-45,1665,1722278700.0,67360.33984375
67365.75,67386.75,67365.75,67368.1484375,17756160,0.0,0.0,2024-07-29 18:50:00+00:00,18-50,1666,1722279000.0,67376.25
67368.234375,67409.4453125,67347.4765625,67388.3046875,44822528,0.0,0.0,2024-07-29 18:55:00+00:00,18-55,1667,1722279300.0,67378.4609375
67405.6796875,67409.4609375,67346.5546875,67346.5546875,26718208,0.0,0.0,2024-07-29 19:00:00+00:00,19-00,1668,1722279600.0,67378.0078125
67389.109375,67448.828125,67382.734375,67433.9921875,18030592,0.0,0.0,2024-07-29 19:05:00+00:00,19-05,1669,1722279900.0,67415.78125
67418.390625,67418.390625,67402.3203125,67409.9765625,71434240,0.0,0.0,2024-07-29 19:10:00+00:00,19-10,1670,1722280200.0,67410.35546875
67422.28125,67436.4921875,67404.9140625,67404.9140625,16691200,0.0,0.0,2024-07-29 19:15:00+00:00,19-15,1671,1722280500.0,67420.703125
67424.03125,67445.578125,67412.6328125,67445.578125,110497792,0.0,0.0,2024-07-29 19:20:00+00:00,19-20,1672,1722280800.0,67429.10546875
67457.140625,67528.9765625,67457.140625,67528.9765625,35823616,0.0,0.0,2024-07-29 19:25:00+00:00,19-25,1673,1722281100.0,67493.05859375
67508.6953125,67508.6953125,67394.5859375,67394.5859375,32731136,0.0,0.0,2024-07-29 19:30:00+00:00,19-30,1674,1722281400.0,67451.640625
67393.0625,67393.0625,67359.1171875,67381.5859375,32702464,0.0,0.0,2024-07-29 19:35:00+00:00,19-35,1675,1722281700.0,67376.08984375
67421.828125,67497.9765625,67421.828125,67497.9765625,41922560,0.0,0.0,2024-07-29 19:40:00+00:00,19-40,1676,1722282000.0,67459.90234375
67476.0234375,67476.0234375,67429.234375,67429.234375,40910848,0.0,0.0,2024-07-29 19:45:00+00:00,19-45,1677,1722282300.0,67452.62890625
67378.8671875,67378.8671875,67327.375,67327.375,7151616,0.0,0.0,2024-07-29 19:50:00+00:00,19-50,1678,1722282600.0,67353.12109375
67334.90625,67334.90625,67265.296875,67271.28125,44933120,0.0,0.0,2024-07-29 19:55:00+00:00,19-55,1679,1722282900.0,67300.1015625
67285.90625,67343.15625,67272.53125,67343.15625,51466240,0.0,0.0,2024-07-29 20:00:00+00:00,20-00,1680,1722283200.0,67307.84375
67313.3359375,67325.890625,67307.4453125,67307.4453125,44437504,0.0,0.0,2024-07-29 20:05:00+00:00,20-05,1681,1722283500.0,67316.66796875
67302.703125,67302.703125,67277.7109375,67289.7890625,7602176,0.0,0.0,2024-07-29 20:10:00+00:00,20-10,1682,1722283800.0,67290.20703125
67279.296875,67279.296875,67186.8359375,67220.625,18931712,0.0,0.0,2024-07-29 20:15:00+00:00,20-15,1683,1722284100.0,67233.06640625
67260.4453125,67260.4453125,67189.828125,67210.8984375,40124416,0.0,0.0,2024-07-29 20:20:00+00:00,20-20,1684,1722284400.0,67225.13671875
67197.875,67253.6484375,67185.4765625,67191.6015625,45412352,0.0,0.0,2024-07-29 20:25:00+00:00,20-25,1685,1722284700.0,67219.5625
67191.1484375,67246.6328125,67191.1484375,67236.5703125,21782528,0.0,0.0,2024-07-29 20:30:00+00:00,20-30,1686,1722285000.0,67218.890625
67242.6484375,67310.96875,67242.6484375,67310.96875,30076928,0.0,0.0,2024-07-29 20:35:00+00:00,20-35,1687,1722285300.0,67276.80859375
67335.3515625,67362.1171875,67326.953125,67351.46875,31268864,0.0,0.0,2024-07-29 20:40:00+00:00,20-40,1688,1722285600.0,67344.53515625
67370.4921875,67370.4921875,67277.5546875,67277.5546875,48558080,0.0,0.0,2024-07-29 20:45:00+00:00,20-45,1689,1722285900.0,67324.0234375
67271.578125,67357.921875,67271.578125,67357.921875,13713408,0.0,0.0,2024-07-29 20:50:00+00:00,20-50,1690,1722286200.0,67314.75
67350.03125,67369.5234375,67345.09375,67369.5234375,31436800,0.0,0.0,2024-07-29 20:55:00+00:00,20-55,1691,1722286500.0,67357.30859375
67375.2734375,67379.765625,67325.2734375,67325.2734375,434176,0.0,0.0,2024-07-29 21:00:00+00:00,21-00,1692,1722286800.0,67352.51953125
67315.5390625,67315.5390625,67258.8046875,67258.8046875,23547904,0.0,0.0,2024-07-29 21:05:00+00:00,21-05,1693,1722287100.0,67287.171875
67196.171875,67196.171875,67157.4921875,67157.4921875,0,0.0,0.0,2024-07-29 21:10:00+00:00,21-10,1694,1722287400.0,67176.83203125
67154.4765625,67154.4765625,67104.7109375,67120.9453125,3792896,0.0,0.0,2024-07-29 21:15:00+00:00,21-15,1695,1722287700.0,67129.59375
67129.9765625,67129.9765625,67063.375,67063.375,60530688,0.0,0.0,2024-07-29 21:20:00+00:00,21-20,1696,1722288000.0,67096.67578125
67065.6875,67168.2578125,67065.6875,67168.2578125,78561280,0.0,0.0,2024-07-29 21:25:00+00:00,21-25,1697,1722288300.0,67116.97265625
67173.4375,67227.8359375,67173.4375,67227.8359375,22028288,0.0,0.0,2024-07-29 21:30:00+00:00,21-30,1698,1722288600.0,67200.63671875
67185.75,67302.3046875,67185.75,67277.828125,87236608,0.0,0.0,2024-07-29 21:35:00+00:00,21-35,1699,1722288900.0,67244.02734375
67310.0703125,67324.9765625,67300.5234375,67324.9765625,43827200,0.0,0.0,2024-07-29 21:40:00+00:00,21-40,1700,1722289200.0,67312.75
67340.6875,67351.2421875,67319.0078125,67319.0078125,59351040,0.0,0.0,2024-07-29 21:45:00+00:00,21-45,1701,1722289500.0,67335.125
67307.1796875,67355.3203125,67275.1953125,67346.5390625,19984384,0.0,0.0,2024-07-29 21:50:00+00:00,21-50,1702,1722289800.0,67315.2578125
67372.0234375,67506.3984375,67372.0234375,67491.0703125,63631360,0.0,0.0,2024-07-29 21:55:00+00:00,21-55,1703,1722290100.0,67439.2109375
67490.578125,67490.578125,67461.1953125,67461.1953125,0,0.0,0.0,2024-07-29 22:00:00+00:00,22-00,1704,1722290400.0,67475.88671875
67444.484375,67465.5078125,67436.171875,67465.5078125,2711552,0.0,0.0,2024-07-29 22:05:00+00:00,22-05,1705,1722290700.0,67450.83984375
67474.8046875,67502.7890625,67474.8046875,67502.7890625,3788800,0.0,0.0,2024-07-29 22:10:00+00:00,22-10,1706,1722291000.0,67488.796875
67532.328125,67551.265625,67500.3203125,67551.265625,14987264,0.0,0.0,2024-07-29 22:15:00+00:00,22-15,1707,1722291300.0,67525.79296875
67541.7109375,67541.7109375,67477.109375,67477.109375,0,0.0,0.0,2024-07-29 22:20:00+00:00,22-20,1708,1722291600.0,67509.41015625
67446.765625,67446.765625,67424.5234375,67424.5234375,8450048,0.0,0.0,2024-07-29 22:25:00+00:00,22-25,1709,1722291900.0,67435.64453125
67384.1953125,67385.453125,67302.7890625,67302.7890625,0,0.0,0.0,2024-07-29 22:30:00+00:00,22-30,1710,1722292200.0,67344.12109375
67278.3671875,67278.3671875,67246.0,67249.6484375,0,0.0,0.0,2024-07-29 22:35:00+00:00,22-35,1711,1722292500.0,67262.18359375
67264.421875,67264.421875,67257.0625,67258.15625,8425472,0.0,0.0,2024-07-29 22:40:00+00:00,22-40,1712,1722292800.0,67260.7421875
67235.96875,67235.96875,67198.6640625,67198.6640625,4403200,0.0,0.0,2024-07-29 22:45:00+00:00,22-45,1713,1722293100.0,67217.31640625
67217.6875,67217.6875,67146.8203125,67158.8046875,0,0.0,0.0,2024-07-29 22:50:00+00:00,22-50,1714,1722293400.0,67182.25390625
67150.390625,67213.5390625,67150.390625,67200.375,17776640,0.0,0.0,2024-07-29 22:55:00+00:00,22-55,1715,1722293700.0,67181.96484375
67226.140625,67226.140625,67191.2578125,67191.2578125,0,0.0,0.0,2024-07-29 23:00:00+00:00,23-00,1716,1722294000.0,67208.69921875
67214.375,67239.078125,67080.3515625,67080.3515625,0,0.0,0.0,2024-07-29 23:05:00+00:00,23-05,1717,1722294300.0,67159.71484375
67044.1796875,67058.4765625,66877.140625,66877.140625,103247872,0.0,0.0,2024-07-29 23:10:00+00:00,23-10,1718,1722294600.0,66967.80859375
66726.90625,66838.015625,66636.390625,66685.828125,208035840,0.0,0.0,2024-07-29 23:15:00+00:00,23-15,1719,1722294900.0,66737.203125
66815.4296875,66919.8515625,66815.4296875,66919.8515625,232718336,0.0,0.0,2024-07-29 23:20:00+00:00,23-20,1720,1722295200.0,66867.640625
66960.4296875,66986.8046875,66960.4296875,66986.8046875,116948992,0.0,0.0,2024-07-29 23:25:00+00:00,23-25,1721,1722295500.0,66973.6171875
66996.625,67014.7890625,66996.625,67014.7890625,65896448,0.0,0.0,2024-07-29 23:30:00+00:00,23-30,1722,1722295800.0,67005.70703125
67029.9296875,67029.9296875,66879.484375,66879.484375,48873472,0.0,0.0,2024-07-29 23:35:00+00:00,23-35,1723,1722296100.0,66954.70703125
